Property ID,Property text,Threat ID,Threat text,Threat Description,Threat Proof of Concept,CVE,CWE,Mitigation ID,Mitigation Text,Mitigation Level,Mitigation Description,Mitigation Regulatory Mapping
PID-273,Device has unencrypted firmware updates,TID-215,Unencrypted SW/FW Updates,"If the firmware/software update is not encrypted at rest in storage it can be reverse engineered to identify potential vulnerabilities or extract other information needed to protect devices (e.g., passwords, cryptographic keys). Firmware/software updates can often be directly downloaded from the Internet and reverse engineered, however, firmware/software updates that are unencrypted in transit may also be intercepted and analyzed over-the-wire.",Reverse Engineering Obfuscated Firmware for Vulnerability Analysis (https://www.nozominetworks.com/blog/reverse-engineering-obfuscated-firmware-for-vulnerability-analysis),,CWE-311,MID-026,Secure Firmware Update,foundational,"Firmware update mechanisms can provide a vector for threat actors to install malicious code, extract secrets from the firmware, or disrupt the device's availability. A secure firmware update mechanism must ensure the authenticity of the firmware, encrypt the file or communication channel, ensure updates cannot be triggered at inopportune times, and prevent rollback to insecure versions. Key functions of a secure firmware update are provided below.

**1- Authenticity and Integrity**: The device should validate that the firmware update has not been tampered with before installing it on the device. The vendor should digitally sign the firmware using a protected private key, while the device should include an associated public key or public key hash to verify the signature scheme \[1\]. The digital signature should be computed across the entire firmware file. To sign a firmware image, the firmware signer should compute a hash of the firmware and run that hash through a signing software. The device can then take a hash of the firmware that it receives and use the public key to verify the signature from the signed hash to compare the two hash values \[7\].

**2- Encryption**: Encrypting firmware in-transit and at-rest is an effective way to prevent adversaries from reverse engineering the firmware to extract secrets or discovering vulnerabilities.

*At-rest*: If the firmware deployment requires firmware to be manually downloaded and transferred, stored on intermediary devices before reaching the target device, or stored anywhere on the device before loading into flash memory, then the firmware file should be encrypted. Encryption on-device could be implemented by encrypting all sections of the firmware and having the bootloader decrypt the firmware when it needs to be loaded. The bootloader would check the authenticity and integrity of the encrypted firmware, as mentioned in step 1, and then would decrypt the firmware if all the checks pass. The firmware would then be available for execution \[8\]\[9\].

*In-transit*: If the firmware is deployed using an over-the-air update scheme (i.e., the firmware file will not reside on any intermediary systems), encryption should be provided by using an encrypted and authenticated communication protocol with public key-based authentication \[9\].

**3- Update Initiation**: If a device can have its firmware update process initiated at any time, threat actors may be able to cause a denial-of-service attack against the device by initiating it at an unwanted time. To prevent these scenarios, all manually initiated firmware updates should only be initiated by authenticated and authorized privileged administrative users. In the event that the device is using automatic firmware updates, any requests to initiate the firmware update should go over an encrypted and authenticated protocol.

**4- Rollback Protection**: Optionally, rollback protections can be added to the firmware update process to prevent threat actors from reinstalling an older, vulnerable version of firmware for future exploitation. Adding rollback protections are not always needed and may complicate device processes. See *MID-030 - Firmware Rollback Protections* for more information.

**Additional Threats:** This mitigation depends on multiple cryptographic mechanisms, protocols, and keys, which are all potentially vulnerable to different threats (listed below), which should also be considered with the implemented solution.

- TID-330 Cryptographic Timing Side-Channel

- TID-214 Secrets Extracted from Device Root of Trust

- TID-411 Weak/Insecure Cryptographic Protocol

- TID-318 Insecure Cryptographic Implementation

- TID-317 Predictable Cryptographic Key",EDR / HDR / NDR 3.10 – Support for updates: RE (1) Update authenticity and integrity
PID-275,Device includes remotely-initiated firmware/software updates,TID-217,Remotely Initiated Updates Can Cause DoS,"When firmware/software update process is initiated on a device, it may enter a different operational mode where it stops performing key functions, including networking, data collection, or control functions. Therefore, a threat actor could remotely initiate the firmware/software update to cause a denial of service on the device.",ATT&CK Technique: Activate Firmware Update Mode (T0800) (https://attack.mitre.org/techniques/T0800/),CVE-2015-5374; CVE-2015-5374,CWE-400,MID-026,Secure Firmware Update,foundational,"Firmware update mechanisms can provide a vector for threat actors to install malicious code, extract secrets from the firmware, or disrupt the device's availability. A secure firmware update mechanism must ensure the authenticity of the firmware, encrypt the file or communication channel, ensure updates cannot be triggered at inopportune times, and prevent rollback to insecure versions. Key functions of a secure firmware update are provided below.

**1- Authenticity and Integrity**: The device should validate that the firmware update has not been tampered with before installing it on the device. The vendor should digitally sign the firmware using a protected private key, while the device should include an associated public key or public key hash to verify the signature scheme \[1\]. The digital signature should be computed across the entire firmware file. To sign a firmware image, the firmware signer should compute a hash of the firmware and run that hash through a signing software. The device can then take a hash of the firmware that it receives and use the public key to verify the signature from the signed hash to compare the two hash values \[7\].

**2- Encryption**: Encrypting firmware in-transit and at-rest is an effective way to prevent adversaries from reverse engineering the firmware to extract secrets or discovering vulnerabilities.

*At-rest*: If the firmware deployment requires firmware to be manually downloaded and transferred, stored on intermediary devices before reaching the target device, or stored anywhere on the device before loading into flash memory, then the firmware file should be encrypted. Encryption on-device could be implemented by encrypting all sections of the firmware and having the bootloader decrypt the firmware when it needs to be loaded. The bootloader would check the authenticity and integrity of the encrypted firmware, as mentioned in step 1, and then would decrypt the firmware if all the checks pass. The firmware would then be available for execution \[8\]\[9\].

*In-transit*: If the firmware is deployed using an over-the-air update scheme (i.e., the firmware file will not reside on any intermediary systems), encryption should be provided by using an encrypted and authenticated communication protocol with public key-based authentication \[9\].

**3- Update Initiation**: If a device can have its firmware update process initiated at any time, threat actors may be able to cause a denial-of-service attack against the device by initiating it at an unwanted time. To prevent these scenarios, all manually initiated firmware updates should only be initiated by authenticated and authorized privileged administrative users. In the event that the device is using automatic firmware updates, any requests to initiate the firmware update should go over an encrypted and authenticated protocol.

**4- Rollback Protection**: Optionally, rollback protections can be added to the firmware update process to prevent threat actors from reinstalling an older, vulnerable version of firmware for future exploitation. Adding rollback protections are not always needed and may complicate device processes. See *MID-030 - Firmware Rollback Protections* for more information.

**Additional Threats:** This mitigation depends on multiple cryptographic mechanisms, protocols, and keys, which are all potentially vulnerable to different threats (listed below), which should also be considered with the implemented solution.

- TID-330 Cryptographic Timing Side-Channel

- TID-214 Secrets Extracted from Device Root of Trust

- TID-411 Weak/Insecure Cryptographic Protocol

- TID-318 Insecure Cryptographic Implementation

- TID-317 Predictable Cryptographic Key",EDR / HDR / NDR 3.10 – Support for updates: RE (1) Update authenticity and integrity
PID-11,Device includes a microprocessor,TID-101,Power Consumption Analysis Side Channel,"Devices will oftentimes consume variable amounts of power depending on the operations the device is performing. Power consumption analysis involves the reading and analyzing of power usage of a device.

If a device is vulnerable to a power consumption analysis attack, it may be possible to extract or deduce information about the operating state of the device. This can include extracting secrets/keys, discovering operations conducted on sections of memory, and device control flow. A threat actor can therefore physically monitor the power consumption of a device during an execution of a cryptographic operation to create a trace of its power usage over time. By leveraging the understanding of the operations of common cryptographic properties, the power usage traces can be used to infer various information, such as the cryptographic keys.",Differential power analysis (DPA) and correlation power analysis (CPA) on Arduino Uno (https://www.tandfonline.com/doi/full/10.1080/23742917.2016.1231523),,CWE-1300; CWE-1255,MID-027,Validated Cryptographic Libraries,foundational,"Devices should use validated cryptographic libraries (e.g., adhering to FIPS-140 or equivalent). These are libraries that have been examined, tested, and vetted for safety, security, and protection against side-channels by independent laboratories according to industry approved specifications. Building cryptographic libraries is a complex and difficult process that oftentimes results in libraries that have issues either with the generation or processing of cryptographic primitives or the processing of implemented algorithms over the input data.

Additionally, if any of the above issues do arise, using libraries that aren’t validated and aren’t maintained could lead to vulnerabilities persisting while fixes are developed. Therefore, using widely used, well maintained, and validated cryptographic libraries is a safer way to manage device cryptography. Vulnerabilities will be less likely to arise and, if/when they do, the wide level of use and maintenance will mean that patches should come quickly for it.

<u>Limitations</u>: By using a widely used library, a device’s cryptographic library is more likely to be targeted, which could lead to the device being vulnerable to exploitation.

<u>Consideration</u>: Devices that use cryptographic algorithms may introduce threats via the choice or implementation of the cryptographic algorithm or software. Device builders should take precautionary steps wherever possible to mitigate this threat. See *MID-044 - Strong Cryptographic Algorithms and Protocols* for more information about choosing a good algorithm.",CR 4.3 – Use of cryptography
PID-11,Device includes a microprocessor,TID-102,Electromagnetic Analysis Side Channel,"Devices will oftentimes emit different electromagnetic signals during different operations. Electromagnetic analysis involves the collection and analysis of these signals.

If devices are vulnerable to electromagnetic analysis attacks, it may be possible for attackers with physical device presence to extract secrets, such as encryption keys, by analyzing the electromagnetic radiation that is emitted by the device. By analyzing these frequencies and comparing them against one another, it may be possible to derive information about device data or operations.",Differential Electromagnetic Analysis (DEMA) on FPGA (https://eprint.iacr.org/2004/145.pdf),,CWE-1300,MID-027,Validated Cryptographic Libraries,foundational,"Devices should use validated cryptographic libraries (e.g., adhering to FIPS-140 or equivalent). These are libraries that have been examined, tested, and vetted for safety, security, and protection against side-channels by independent laboratories according to industry approved specifications. Building cryptographic libraries is a complex and difficult process that oftentimes results in libraries that have issues either with the generation or processing of cryptographic primitives or the processing of implemented algorithms over the input data.

Additionally, if any of the above issues do arise, using libraries that aren’t validated and aren’t maintained could lead to vulnerabilities persisting while fixes are developed. Therefore, using widely used, well maintained, and validated cryptographic libraries is a safer way to manage device cryptography. Vulnerabilities will be less likely to arise and, if/when they do, the wide level of use and maintenance will mean that patches should come quickly for it.

<u>Limitations</u>: By using a widely used library, a device’s cryptographic library is more likely to be targeted, which could lead to the device being vulnerable to exploitation.

<u>Consideration</u>: Devices that use cryptographic algorithms may introduce threats via the choice or implementation of the cryptographic algorithm or software. Device builders should take precautionary steps wherever possible to mitigate this threat. See *MID-044 - Strong Cryptographic Algorithms and Protocols* for more information about choosing a good algorithm.",CR 4.3 – Use of cryptography
PID-2722,Device includes digitally signed firmware (with private key),TID-213,FW/SW Update Integrity Shared Secrets Extraction,"To avoid the weaknesses of a shared secret verification (see TID-212), devices may utilize a digital signature verification scheme based on asymmetric public key cryptography. However, if the device does not correctly verify a firmware/software signature correctly, a threat actor can bypass the device's authenticity checking mechanisms to upload malicious or corrupt version. The unauthorized firmware could “brick” the device, preventing it from being reset. This could also be used to install malicious logic on the device.

NOTE: firmware/software signature here refers to processes that use cryptographic keys to verify firmware integrity and origin. These can include keyed hashes and/or asymmetric key signing. This does not include encrypting firmware with no other integrity verification mechanisms in-place.",,CVE-2021-43394; CVE-2021-43393; CVE-2023-33768; CVE-2023-33768; CVE-2020-3209; CVE-2020-3209; CVE-2023-41991; CVE-2023-41991,CWE-347,MID-027,Validated Cryptographic Libraries,foundational,"Devices should use validated cryptographic libraries (e.g., adhering to FIPS-140 or equivalent). These are libraries that have been examined, tested, and vetted for safety, security, and protection against side-channels by independent laboratories according to industry approved specifications. Building cryptographic libraries is a complex and difficult process that oftentimes results in libraries that have issues either with the generation or processing of cryptographic primitives or the processing of implemented algorithms over the input data.

Additionally, if any of the above issues do arise, using libraries that aren’t validated and aren’t maintained could lead to vulnerabilities persisting while fixes are developed. Therefore, using widely used, well maintained, and validated cryptographic libraries is a safer way to manage device cryptography. Vulnerabilities will be less likely to arise and, if/when they do, the wide level of use and maintenance will mean that patches should come quickly for it.

<u>Limitations</u>: By using a widely used library, a device’s cryptographic library is more likely to be targeted, which could lead to the device being vulnerable to exploitation.

<u>Consideration</u>: Devices that use cryptographic algorithms may introduce threats via the choice or implementation of the cryptographic algorithm or software. Device builders should take precautionary steps wherever possible to mitigate this threat. See *MID-044 - Strong Cryptographic Algorithms and Protocols* for more information about choosing a good algorithm.",CR 4.3 – Use of cryptography
PID-3322,Device includes cryptographic mechanism to authenticate users and sessions,TID-316,Incorrect Certificate Verification Allows Authentication Bypass,"Certificate-based authentication depends on the correct parsing and validation of an X.509 certificate. However, if the certificate is not properly parsed and all fields are not validated, a threat actor could potentially bypass authentication using a fraudulent certificate.",CVE-2020-0601 (https://www.cve.org/CVERecord?id=CVE-2020-0601); CVE-2023-41991 (https://www.cve.org/CVERecord?id=CVE-2023-41991),CVE-2014-0092; CVE-2014-0092,CWE-295,MID-027,Validated Cryptographic Libraries,foundational,"Devices should use validated cryptographic libraries (e.g., adhering to FIPS-140 or equivalent). These are libraries that have been examined, tested, and vetted for safety, security, and protection against side-channels by independent laboratories according to industry approved specifications. Building cryptographic libraries is a complex and difficult process that oftentimes results in libraries that have issues either with the generation or processing of cryptographic primitives or the processing of implemented algorithms over the input data.

Additionally, if any of the above issues do arise, using libraries that aren’t validated and aren’t maintained could lead to vulnerabilities persisting while fixes are developed. Therefore, using widely used, well maintained, and validated cryptographic libraries is a safer way to manage device cryptography. Vulnerabilities will be less likely to arise and, if/when they do, the wide level of use and maintenance will mean that patches should come quickly for it.

<u>Limitations</u>: By using a widely used library, a device’s cryptographic library is more likely to be targeted, which could lead to the device being vulnerable to exploitation.

<u>Consideration</u>: Devices that use cryptographic algorithms may introduce threats via the choice or implementation of the cryptographic algorithm or software. Device builders should take precautionary steps wherever possible to mitigate this threat. See *MID-044 - Strong Cryptographic Algorithms and Protocols* for more information about choosing a good algorithm.",CR 4.3 – Use of cryptography
PID-4113,"Device includes cryptographic functions for sensitive data, such as encryption or authentication",TID-316,Incorrect Certificate Verification Allows Authentication Bypass,"Certificate-based authentication depends on the correct parsing and validation of an X.509 certificate. However, if the certificate is not properly parsed and all fields are not validated, a threat actor could potentially bypass authentication using a fraudulent certificate.",CVE-2020-0601 (https://www.cve.org/CVERecord?id=CVE-2020-0601); CVE-2023-41991 (https://www.cve.org/CVERecord?id=CVE-2023-41991),CVE-2014-0092; CVE-2014-0092,CWE-295,MID-027,Validated Cryptographic Libraries,foundational,"Devices should use validated cryptographic libraries (e.g., adhering to FIPS-140 or equivalent). These are libraries that have been examined, tested, and vetted for safety, security, and protection against side-channels by independent laboratories according to industry approved specifications. Building cryptographic libraries is a complex and difficult process that oftentimes results in libraries that have issues either with the generation or processing of cryptographic primitives or the processing of implemented algorithms over the input data.

Additionally, if any of the above issues do arise, using libraries that aren’t validated and aren’t maintained could lead to vulnerabilities persisting while fixes are developed. Therefore, using widely used, well maintained, and validated cryptographic libraries is a safer way to manage device cryptography. Vulnerabilities will be less likely to arise and, if/when they do, the wide level of use and maintenance will mean that patches should come quickly for it.

<u>Limitations</u>: By using a widely used library, a device’s cryptographic library is more likely to be targeted, which could lead to the device being vulnerable to exploitation.

<u>Consideration</u>: Devices that use cryptographic algorithms may introduce threats via the choice or implementation of the cryptographic algorithm or software. Device builders should take precautionary steps wherever possible to mitigate this threat. See *MID-044 - Strong Cryptographic Algorithms and Protocols* for more information about choosing a good algorithm.",CR 4.3 – Use of cryptography
PID-3322,Device includes cryptographic mechanism to authenticate users and sessions,TID-318,Insecure Cryptographic Implementation,The device uses a cryptographic library or implementation that either introduces an additional software vulnerability within the library. A threat actor can exploit these weaknesses or vulnerabilities to gain unauthorized access to the device or bypass the protections provided by the cryptographic protocol.,Attackers Exploit the Heartbleed OpenSSL Vulnerability to Circumvent Multi-factor Authentication on VPNs (https://www.mandiant.com/resources/blog/attackers-exploit-heartbleed-openssl-vulnerability),CVE-2014-0160; CVE-2014-0160; CVE-2014-0092; CVE-2014-0092,CWE-1240,MID-027,Validated Cryptographic Libraries,foundational,"Devices should use validated cryptographic libraries (e.g., adhering to FIPS-140 or equivalent). These are libraries that have been examined, tested, and vetted for safety, security, and protection against side-channels by independent laboratories according to industry approved specifications. Building cryptographic libraries is a complex and difficult process that oftentimes results in libraries that have issues either with the generation or processing of cryptographic primitives or the processing of implemented algorithms over the input data.

Additionally, if any of the above issues do arise, using libraries that aren’t validated and aren’t maintained could lead to vulnerabilities persisting while fixes are developed. Therefore, using widely used, well maintained, and validated cryptographic libraries is a safer way to manage device cryptography. Vulnerabilities will be less likely to arise and, if/when they do, the wide level of use and maintenance will mean that patches should come quickly for it.

<u>Limitations</u>: By using a widely used library, a device’s cryptographic library is more likely to be targeted, which could lead to the device being vulnerable to exploitation.

<u>Consideration</u>: Devices that use cryptographic algorithms may introduce threats via the choice or implementation of the cryptographic algorithm or software. Device builders should take precautionary steps wherever possible to mitigate this threat. See *MID-044 - Strong Cryptographic Algorithms and Protocols* for more information about choosing a good algorithm.",CR 4.3 – Use of cryptography
PID-4113,"Device includes cryptographic functions for sensitive data, such as encryption or authentication",TID-318,Insecure Cryptographic Implementation,The device uses a cryptographic library or implementation that either introduces an additional software vulnerability within the library. A threat actor can exploit these weaknesses or vulnerabilities to gain unauthorized access to the device or bypass the protections provided by the cryptographic protocol.,Attackers Exploit the Heartbleed OpenSSL Vulnerability to Circumvent Multi-factor Authentication on VPNs (https://www.mandiant.com/resources/blog/attackers-exploit-heartbleed-openssl-vulnerability),CVE-2014-0160; CVE-2014-0160; CVE-2014-0092; CVE-2014-0092,CWE-1240,MID-027,Validated Cryptographic Libraries,foundational,"Devices should use validated cryptographic libraries (e.g., adhering to FIPS-140 or equivalent). These are libraries that have been examined, tested, and vetted for safety, security, and protection against side-channels by independent laboratories according to industry approved specifications. Building cryptographic libraries is a complex and difficult process that oftentimes results in libraries that have issues either with the generation or processing of cryptographic primitives or the processing of implemented algorithms over the input data.

Additionally, if any of the above issues do arise, using libraries that aren’t validated and aren’t maintained could lead to vulnerabilities persisting while fixes are developed. Therefore, using widely used, well maintained, and validated cryptographic libraries is a safer way to manage device cryptography. Vulnerabilities will be less likely to arise and, if/when they do, the wide level of use and maintenance will mean that patches should come quickly for it.

<u>Limitations</u>: By using a widely used library, a device’s cryptographic library is more likely to be targeted, which could lead to the device being vulnerable to exploitation.

<u>Consideration</u>: Devices that use cryptographic algorithms may introduce threats via the choice or implementation of the cryptographic algorithm or software. Device builders should take precautionary steps wherever possible to mitigate this threat. See *MID-044 - Strong Cryptographic Algorithms and Protocols* for more information about choosing a good algorithm.",CR 4.3 – Use of cryptography
PID-272,Device includes cryptographic firmware/software integrity protection mechanisms,TID-330,Cryptographic Timing Side-Channel,"Algorithms or code implementations of cryptographic processes will sometimes leak information by ending operations early or late based on, and correlated with, the input/key.

If a threat actor is able to execute code on a processor performing a cryptographic operation, they may be able to infer the resulting key from that operation by measuring the timing it takes to perform the various functions.

For example, if a function like memcpy (which performs byte-by byte comparison) is used to check an HMAC value, by measuring the time it takes for the function to execute, the length of time needed to brute force guess a key can be significantly reduced.",XBOX 360 HMAC Comparison (https://beta.ivc.no/wiki/index.php/Xbox_360_Timing_Attack),CVE-2024-13176; CVE-2024-13176,CWE-208; CWE-1254,MID-027,Validated Cryptographic Libraries,foundational,"Devices should use validated cryptographic libraries (e.g., adhering to FIPS-140 or equivalent). These are libraries that have been examined, tested, and vetted for safety, security, and protection against side-channels by independent laboratories according to industry approved specifications. Building cryptographic libraries is a complex and difficult process that oftentimes results in libraries that have issues either with the generation or processing of cryptographic primitives or the processing of implemented algorithms over the input data.

Additionally, if any of the above issues do arise, using libraries that aren’t validated and aren’t maintained could lead to vulnerabilities persisting while fixes are developed. Therefore, using widely used, well maintained, and validated cryptographic libraries is a safer way to manage device cryptography. Vulnerabilities will be less likely to arise and, if/when they do, the wide level of use and maintenance will mean that patches should come quickly for it.

<u>Limitations</u>: By using a widely used library, a device’s cryptographic library is more likely to be targeted, which could lead to the device being vulnerable to exploitation.

<u>Consideration</u>: Devices that use cryptographic algorithms may introduce threats via the choice or implementation of the cryptographic algorithm or software. Device builders should take precautionary steps wherever possible to mitigate this threat. See *MID-044 - Strong Cryptographic Algorithms and Protocols* for more information about choosing a good algorithm.",CR 4.3 – Use of cryptography
PID-3322,Device includes cryptographic mechanism to authenticate users and sessions,TID-330,Cryptographic Timing Side-Channel,"Algorithms or code implementations of cryptographic processes will sometimes leak information by ending operations early or late based on, and correlated with, the input/key.

If a threat actor is able to execute code on a processor performing a cryptographic operation, they may be able to infer the resulting key from that operation by measuring the timing it takes to perform the various functions.

For example, if a function like memcpy (which performs byte-by byte comparison) is used to check an HMAC value, by measuring the time it takes for the function to execute, the length of time needed to brute force guess a key can be significantly reduced.",XBOX 360 HMAC Comparison (https://beta.ivc.no/wiki/index.php/Xbox_360_Timing_Attack),CVE-2024-13176; CVE-2024-13176,CWE-208; CWE-1254,MID-027,Validated Cryptographic Libraries,foundational,"Devices should use validated cryptographic libraries (e.g., adhering to FIPS-140 or equivalent). These are libraries that have been examined, tested, and vetted for safety, security, and protection against side-channels by independent laboratories according to industry approved specifications. Building cryptographic libraries is a complex and difficult process that oftentimes results in libraries that have issues either with the generation or processing of cryptographic primitives or the processing of implemented algorithms over the input data.

Additionally, if any of the above issues do arise, using libraries that aren’t validated and aren’t maintained could lead to vulnerabilities persisting while fixes are developed. Therefore, using widely used, well maintained, and validated cryptographic libraries is a safer way to manage device cryptography. Vulnerabilities will be less likely to arise and, if/when they do, the wide level of use and maintenance will mean that patches should come quickly for it.

<u>Limitations</u>: By using a widely used library, a device’s cryptographic library is more likely to be targeted, which could lead to the device being vulnerable to exploitation.

<u>Consideration</u>: Devices that use cryptographic algorithms may introduce threats via the choice or implementation of the cryptographic algorithm or software. Device builders should take precautionary steps wherever possible to mitigate this threat. See *MID-044 - Strong Cryptographic Algorithms and Protocols* for more information about choosing a good algorithm.",CR 4.3 – Use of cryptography
PID-251,Root of Trust is physically accessible or is not immutable,TID-214,Secrets Extracted from Device Root of Trust,"Some device have mutable or immutable secure Roots of Trust (ROTs) that may store keys or secrets. If the device has a ROT mechanism to validate the authenticity of the firmware/software, the ROT can be either a software or hardware mechanisms, such as a Trusted Platform Module (TPM), firmware TPM (fTPM), Secure Element, or similar security module. If a threat actor can access authentication material on the ROT, such as the keys or other secrets, they can potentially use them to sign a malicious version of firmware/software which can then be installed on the device.",Uprooting Trust: Learnings from an Unpatchable Hardware Root-of-Trust Vulnerability in Siemens S7-1500 PLCs (https://ieeexplore.ieee.org/document/10133438); 100 Seconds of Solitude: Defeating Cisco Trust Anchor With FPGA Bitstream Shenanigans (https://sec.cloudapps.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-20190513-secureboot); faulTPM: Exposing AMD fTPMs’ Deepest Secrets (https://ieeexplore.ieee.org/document/10190531),CVE-2022-38773; CVE-2022-38773,CWE-1326,MID-028,Hardware-backed Key Storage,intermediate,"Using hardware-backed keystores allows a device to benefit from hardware-based protections for preventing key extraction or manipulation, as opposed to relying on weaker software-only protections. Hardware-backed keystores leverage dedicated hardware and hardware abstraction layers to provide security features, such as storing a root-of-trust, keys, certificates or sensitive data. Hardware-backed keystores can take different forms and can be integrated with various functionalities, such as secure elements, TPMs, or cryptographic coprocessors to offer more secure key management. For example, Android has been using hardware-backed keystores for digital signing and verification operations, key generation, and the storage of asymmetric key signing pairs. \[1\]\[2\]\[3\]\[4\]

Physical Unclonable Functions (PUFs) are a hardware-based approach for deriving authentication credentials, device identifiers, or other cryptographic secrets from the analog characteristics of an physical integrated circuit’s implementation. Under the right conditions, a PUF can form the basis for a hardware-backed key in a fashion that is inherently unique to each device and more difficult to extract than one generated and stored in non-volatile memory during manufacturing or provisioning. PUF implementations are often categorized based on how many unique challenge-response pairs (CRPs) they are capable of generating. Simpler “weak” PUFs have few (or one) CRPs making them more appropriate for generating material like secret keys. “Strong” PUFs can respond to a large number of different challenge inputs enabling more rigorous device authentication schemes. A variety of PUF implementation styles have been proposed (with varying properties) and many can be found in commercially available microprocessors, FPGAs, and cryptographic modules. \[5\]\[6\]\[7\]\[8\]

<u>Consideration</u>: *MID-060 - Dedicated Cryptographic Processors* will include key storage mechanisms and will enable secure operation using the keys. It is also a more comprehensive and complicated mitigation.",CR 1.9 – Strength of public key-based authentication: RE (1) Hardware security for public key-based authentication; CR 1.14 – Strength of symmetric key-based Authentication: RE (1) Hardware security for symmetric key-based authentication; CR 1.5 – Authenticator management: RE (1) Hardware security for authenticators
PID-272,Device includes cryptographic firmware/software integrity protection mechanisms,TID-214,Secrets Extracted from Device Root of Trust,"Some device have mutable or immutable secure Roots of Trust (ROTs) that may store keys or secrets. If the device has a ROT mechanism to validate the authenticity of the firmware/software, the ROT can be either a software or hardware mechanisms, such as a Trusted Platform Module (TPM), firmware TPM (fTPM), Secure Element, or similar security module. If a threat actor can access authentication material on the ROT, such as the keys or other secrets, they can potentially use them to sign a malicious version of firmware/software which can then be installed on the device.",Uprooting Trust: Learnings from an Unpatchable Hardware Root-of-Trust Vulnerability in Siemens S7-1500 PLCs (https://ieeexplore.ieee.org/document/10133438); 100 Seconds of Solitude: Defeating Cisco Trust Anchor With FPGA Bitstream Shenanigans (https://sec.cloudapps.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-20190513-secureboot); faulTPM: Exposing AMD fTPMs’ Deepest Secrets (https://ieeexplore.ieee.org/document/10190531),CVE-2022-38773; CVE-2022-38773,CWE-1326,MID-028,Hardware-backed Key Storage,intermediate,"Using hardware-backed keystores allows a device to benefit from hardware-based protections for preventing key extraction or manipulation, as opposed to relying on weaker software-only protections. Hardware-backed keystores leverage dedicated hardware and hardware abstraction layers to provide security features, such as storing a root-of-trust, keys, certificates or sensitive data. Hardware-backed keystores can take different forms and can be integrated with various functionalities, such as secure elements, TPMs, or cryptographic coprocessors to offer more secure key management. For example, Android has been using hardware-backed keystores for digital signing and verification operations, key generation, and the storage of asymmetric key signing pairs. \[1\]\[2\]\[3\]\[4\]

Physical Unclonable Functions (PUFs) are a hardware-based approach for deriving authentication credentials, device identifiers, or other cryptographic secrets from the analog characteristics of an physical integrated circuit’s implementation. Under the right conditions, a PUF can form the basis for a hardware-backed key in a fashion that is inherently unique to each device and more difficult to extract than one generated and stored in non-volatile memory during manufacturing or provisioning. PUF implementations are often categorized based on how many unique challenge-response pairs (CRPs) they are capable of generating. Simpler “weak” PUFs have few (or one) CRPs making them more appropriate for generating material like secret keys. “Strong” PUFs can respond to a large number of different challenge inputs enabling more rigorous device authentication schemes. A variety of PUF implementation styles have been proposed (with varying properties) and many can be found in commercially available microprocessors, FPGAs, and cryptographic modules. \[5\]\[6\]\[7\]\[8\]

<u>Consideration</u>: *MID-060 - Dedicated Cryptographic Processors* will include key storage mechanisms and will enable secure operation using the keys. It is also a more comprehensive and complicated mitigation.",CR 1.9 – Strength of public key-based authentication: RE (1) Hardware security for public key-based authentication; CR 1.14 – Strength of symmetric key-based Authentication: RE (1) Hardware security for symmetric key-based authentication; CR 1.5 – Authenticator management: RE (1) Hardware security for authenticators
